device_id,gender_id,app_name,minutes,Publisher
B-52-7049,2.0,Facebook (Mobile App),1656.963,Facebook
B-52-3914,1.0,Facebook (Mobile App),166.0932,Facebook
B-52-13851,2.0,Facebook (Mobile App),166.3578,Facebook
B-52-26733,1.0,Facebook (Mobile App),1660.932,Facebook
B-52-18848,2.0,Facebook (Mobile App),1661.4234,Facebook
B-52-21736,1.0,Facebook (Mobile App),1664.2206,Facebook
B-52-35036,2.0,Facebook (Mobile App),1665.0144,Facebook
B-52-18525,2.0,Facebook (Mobile App),1670.4954,Facebook
B-52-12977,2.0,Facebook (Mobile App),1676.5812,Facebook
B-52-17955,1.0,Facebook (Mobile App),1678.3956,Facebook
B-52-52060,1.0,Facebook (Mobile App),168.3234,Facebook
B-52-43244,1.0,Facebook (Mobile App),1681.2684,Facebook
B-52-35682,,Facebook (Mobile App),1683.5742,Facebook
B-52-38893,1.0,Facebook (Mobile App),1688.3370000000002,Facebook
B-52-2318,1.0,Facebook (Mobile App),1691.7012,Facebook
B-52-31749,1.0,Facebook (Mobile App),17.3502,Facebook
B-52-8550,2.0,Facebook (Mobile App),170.28900000000002,Facebook
B-52-4180,2.0,Facebook (Mobile App),170.5158,Facebook
B-52-37582,2.0,Facebook (Mobile App),170.5536,Facebook
B-52-3496,2.0,Facebook (Mobile App),1700.4708,Facebook
B-52-38133,2.0,Facebook (Mobile App),1701.2646,Facebook
B-52-29279,,Facebook (Mobile App),1703.4948,Facebook
B-52-36727,1.0,Facebook (Mobile App),1704.6666,Facebook
B-52-40736,1.0,Facebook (Mobile App),1706.859,Facebook
B-52-7980,2.0,Facebook (Mobile App),1707.1992,Facebook
B-52-12901,2.0,Facebook (Mobile App),1708.4466,Facebook
B-52-41401,2.0,Facebook (Mobile App),1713.6252,Facebook
B-52-37316,2.0,Facebook (Mobile App),1715.6286,Facebook
B-52-21812,2.0,Facebook (Mobile App),1716.3468,Facebook
B-52-40584,1.0,Facebook (Mobile App),1717.5564,Facebook
B-52-2546,1.0,Facebook (Mobile App),1719.6732,Facebook
B-52-48070,1.0,Facebook (Mobile App),1719.8622,Facebook
B-52-39178,1.0,Facebook (Mobile App),172.4814,Facebook
B-52-20520,2.0,Facebook (Mobile App),1723.9446,Facebook
B-52-51813,1.0,Facebook (Mobile App),1726.6284,Facebook
B-52-28424,2.0,Facebook (Mobile App),1728.0648,Facebook
B-52-19798,2.0,Facebook (Mobile App),1728.5562,Facebook
B-52-47063,2.0,Facebook (Mobile App),1728.8964,Facebook
B-52-52592,2.0,Facebook (Mobile App),17327.898,Facebook
B-52-47025,2.0,Facebook (Mobile App),1734.4152,Facebook
B-52-7600,1.0,Facebook (Mobile App),1738.611,Facebook
B-52-3382,1.0,Facebook (Mobile App),1739.3292,Facebook
B-52-10754,2.0,Facebook (Mobile App),1739.3292,Facebook
B-52-6023,2.0,Facebook (Mobile App),1740.2364,Facebook
B-52-14497,2.0,Facebook (Mobile App),1743.1848,Facebook
B-52-7619,2.0,Facebook (Mobile App),1743.2226,Facebook
B-52-49533,2.0,Facebook (Mobile App),1744.4322,Facebook
B-52-16093,2.0,Facebook (Mobile App),1746.9648,Facebook
B-52-13452,1.0,Facebook (Mobile App),17470.971,Facebook
B-52-46550,2.0,Facebook (Mobile App),1749.7242,Facebook
B-52-13091,2.0,Facebook (Mobile App),1751.8788,Facebook
B-52-23256,2.0,Facebook (Mobile App),1754.3736,Facebook
B-52-17499,2.0,Facebook (Mobile App),176.6394,Facebook
B-52-18183,1.0,Facebook (Mobile App),1760.2326,Facebook
B-52-17157,2.0,Facebook (Mobile App),1765.0332,Facebook
B-52-27436,2.0,Facebook (Mobile App),1767.9816,Facebook
B-52-21432,1.0,Facebook (Mobile App),1769.418,Facebook
B-52-13433,1.0,Facebook (Mobile App),1771.4592,Facebook
B-52-47899,1.0,Facebook (Mobile App),1772.7822,Facebook
B-52-14440,2.0,Facebook (Mobile App),1775.1258,Facebook
B-52-7961,1.0,Facebook (Mobile App),1776.4488,Facebook
B-52-14877,2.0,Facebook (Mobile App),1779.5862,Facebook
B-52-13148,2.0,Facebook (Mobile App),1786.9572,Facebook
B-52-38684,2.0,Facebook (Mobile App),1787.3352,Facebook
B-52-49286,2.0,Facebook (Mobile App),1788.4314,Facebook
B-52-42123,2.0,Facebook (Mobile App),179.0208,Facebook
B-52-48317,2.0,Facebook (Mobile App),17924.4954,Facebook
B-52-37525,2.0,Facebook (Mobile App),1794.744,Facebook
B-52-45315,2.0,Facebook (Mobile App),1794.744,Facebook
B-52-38608,2.0,Facebook (Mobile App),18.2196,Facebook
B-52-29697,2.0,Facebook (Mobile App),18.9,Facebook
B-52-10488,1.0,Facebook (Mobile App),180.1548,Facebook
B-52-24453,2.0,Facebook (Mobile App),1805.9328,Facebook
B-52-10583,1.0,Facebook (Mobile App),1808.5410000000002,Facebook
B-52-37772,2.0,Facebook (Mobile App),1808.6922,Facebook
B-52-14231,2.0,Facebook (Mobile App),181.2888,Facebook
B-52-34713,1.0,Facebook (Mobile App),181.8558,Facebook
B-52-21679,2.0,Facebook (Mobile App),1813.5684,Facebook
B-52-10963,2.0,Facebook (Mobile App),1818.0288,Facebook
B-52-20140,2.0,Facebook (Mobile App),1819.8054,Facebook
B-52-46816,2.0,Facebook (Mobile App),182.0826,Facebook
B-52-25783,1.0,Facebook (Mobile App),182.763,Facebook
B-52-30115,1.0,Facebook (Mobile App),1820.5614,Facebook
B-52-37373,1.0,Facebook (Mobile App),1821.8088,Facebook
B-52-32566,2.0,Facebook (Mobile App),1826.6472,Facebook
B-52-45828,2.0,Facebook (Mobile App),1826.8362,Facebook
B-52-42313,1.0,Facebook (Mobile App),1829.6334,Facebook
B-52-4864,2.0,Facebook (Mobile App),18307.2582,Facebook
B-52-31369,2.0,Facebook (Mobile App),1832.8086,Facebook
B-52-38589,2.0,Facebook (Mobile App),1842.1452,Facebook
B-52-13699,2.0,Facebook (Mobile App),1849.2516,Facebook
B-52-41135,2.0,Facebook (Mobile App),1849.7052,Facebook
B-52-18943,2.0,Facebook (Mobile App),1850.5368,Facebook
B-52-24073,1.0,Facebook (Mobile App),1856.4714,Facebook
B-52-12806,2.0,Facebook (Mobile App),1856.6226,Facebook
B-52-24833,1.0,Facebook (Mobile App),186.0516,Facebook
B-52-45467,1.0,Facebook (Mobile App),1863.6156,Facebook
B-52-41591,2.0,Facebook (Mobile App),1869.588,Facebook
B-52-38779,2.0,Facebook (Mobile App),1871.9694,Facebook
B-52-3363,2.0,Facebook (Mobile App),1872.7254,Facebook
B-52-11628,1.0,Facebook (Mobile App),1872.8766,Facebook
B-52-18829,2.0,Facebook (Mobile App),1875.7872,Facebook
B-52-22648,,Facebook (Mobile App),1876.8078,Facebook
B-52-39938,2.0,Facebook (Mobile App),1878.1686,Facebook
B-52-43111,1.0,Facebook (Mobile App),1878.849,Facebook
B-52-11685,2.0,Facebook (Mobile App),1879.7939999999999,Facebook
B-52-6498,2.0,Facebook (Mobile App),188.1306,Facebook
B-52-14421,2.0,Facebook (Mobile App),188.5464,Facebook
B-52-26182,2.0,Facebook (Mobile App),1888.7148,Facebook
B-52-43472,2.0,Facebook (Mobile App),1889.6598,Facebook
B-52-22515,2.0,Facebook (Mobile App),1890.8316,Facebook
B-52-50160,1.0,Facebook (Mobile App),18906.4638,Facebook
B-52-2090,1.0,Facebook (Mobile App),1891.8522,Facebook
B-52-27417,1.0,Facebook (Mobile App),1892.3814,Facebook
B-52-8322,1.0,Facebook (Mobile App),1896.1992,Facebook
B-52-18145,2.0,Facebook (Mobile App),19.278,Facebook
B-52-36689,2.0,Facebook (Mobile App),19.278,Facebook
B-52-21014,2.0,Facebook (Mobile App),19.6938,Facebook
B-52-39862,1.0,Facebook (Mobile App),19.9206,Facebook
B-52-16549,2.0,Facebook (Mobile App),1901.151,Facebook
B-52-47728,2.0,Facebook (Mobile App),19010.9052,Facebook
B-52-11134,2.0,Facebook (Mobile App),1908.6354,Facebook
B-52-12255,2.0,Facebook (Mobile App),191.4192,Facebook
B-52-5453,2.0,Facebook (Mobile App),1910.4876,Facebook
B-52-19570,2.0,Facebook (Mobile App),1913.1714,Facebook
B-52-22781,2.0,Facebook (Mobile App),1915.0614,Facebook
B-52-2185,2.0,Facebook (Mobile App),1915.4016,Facebook
B-52-14478,1.0,Facebook (Mobile App),1918.161,Facebook
B-52-35720,1.0,Facebook (Mobile App),192.5532,Facebook
B-52-817,1.0,Facebook (Mobile App),1922.8104,Facebook
B-52-779,2.0,Facebook (Mobile App),1924.4358,Facebook
B-52-43814,1.0,Facebook (Mobile App),1924.7004,Facebook
B-52-38380,1.0,Facebook (Mobile App),1926.477,Facebook
B-52-36043,1.0,Facebook (Mobile App),1927.611,Facebook
B-52-14725,1.0,Facebook (Mobile App),1929.9546,Facebook
B-52-20197,2.0,Facebook (Mobile App),193.1958,Facebook
B-52-323,2.0,Facebook (Mobile App),193.9896,Facebook
B-52-24624,2.0,Facebook (Mobile App),1930.1814,Facebook
B-52-20330,1.0,Facebook (Mobile App),1931.6178,Facebook
B-52-42826,1.0,Facebook (Mobile App),1931.7312,Facebook
B-52-5377,2.0,Facebook (Mobile App),19379.1906,Facebook
B-52-19646,1.0,Facebook (Mobile App),1941.3702,Facebook
B-52-27797,2.0,Facebook (Mobile App),195.1992,Facebook
B-52-42066,2.0,Facebook (Mobile App),195.9552,Facebook
B-52-34238,1.0,Facebook (Mobile App),1955.6586,Facebook
B-52-14136,1.0,Facebook (Mobile App),1956.1878,Facebook
B-52-44460,2.0,Facebook (Mobile App),1960.6860000000001,Facebook
B-52-4465,2.0,Facebook (Mobile App),1962.0846,Facebook
B-52-20254,2.0,Facebook (Mobile App),197.505,Facebook
B-52-34257,2.0,Facebook (Mobile App),197.9586,Facebook
B-52-41762,1.0,Facebook (Mobile App),1977.318,Facebook
B-52-30590,1.0,Facebook (Mobile App),1980.6444,Facebook
B-52-36955,1.0,Facebook (Mobile App),1982.043,Facebook
B-52-43149,2.0,Facebook (Mobile App),1982.7234,Facebook
B-52-9158,2.0,Facebook (Mobile App),1987.0704,Facebook
B-52-40508,1.0,Facebook (Mobile App),1996.1802,Facebook
B-52-22762,1.0,Facebook (Mobile App),1996.3692,Facebook
B-52-19893,2.0,Facebook (Mobile App),2.2680000000000002,Facebook
B-52-44042,2.0,Facebook (Mobile App),2.2680000000000002,Facebook
B-52-35606,2.0,Facebook (Mobile App),2.3436,Facebook
B-52-48830,2.0,Facebook (Mobile App),2.4192,Facebook
B-52-22819,1.0,Facebook (Mobile App),2.457,Facebook
B-52-31863,1.0,Facebook (Mobile App),2.5326,Facebook
B-52-33421,1.0,Facebook (Mobile App),200.4534,Facebook
B-52-32889,1.0,Facebook (Mobile App),2004.345,Facebook
B-52-3667,1.0,Facebook (Mobile App),2004.3828,Facebook
B-52-52573,1.0,Facebook (Mobile App),2006.2728,Facebook
B-52-23522,1.0,Facebook (Mobile App),2009.6748,Facebook
B-52-23807,1.0,Facebook (Mobile App),201.852,Facebook
B-52-19323,2.0,Facebook (Mobile App),202.6836,Facebook
B-52-11552,2.0,Facebook (Mobile App),2024.7948,Facebook
B-52-6365,2.0,Facebook (Mobile App),2026.3068,Facebook
B-52-27037,,Facebook (Mobile App),2028.0456,Facebook
B-52-4066,2.0,Facebook (Mobile App),203.5152,Facebook
B-52-12711,2.0,Facebook (Mobile App),2031.2586,Facebook
B-52-18031,2.0,Facebook (Mobile App),20355.488999999998,Facebook
B-52-1140,2.0,Facebook (Mobile App),2036.9286,Facebook
B-52-34618,2.0,Facebook (Mobile App),2037.7979999999998,Facebook
B-52-38627,2.0,Facebook (Mobile App),2038.1760000000002,Facebook
B-52-26125,2.0,Facebook (Mobile App),204.0444,Facebook
B-52-12920,2.0,Facebook (Mobile App),205.065,Facebook
B-52-18658,1.0,Facebook (Mobile App),205.1028,Facebook
B-52-46303,2.0,Facebook (Mobile App),2051.9352,Facebook
B-52-19950,2.0,Facebook (Mobile App),2055.0726,Facebook
B-52-44973,1.0,Facebook (Mobile App),2065.6944,Facebook
B-52-23788,2.0,Facebook (Mobile App),2066.3748,Facebook
B-52-40413,2.0,Facebook (Mobile App),2070.4572,Facebook
B-52-51737,2.0,Facebook (Mobile App),2072.385,Facebook
B-52-47671,1.0,Facebook (Mobile App),2072.6874,Facebook
B-52-6802,2.0,Facebook (Mobile App),2075.5602,Facebook
B-52-19076,2.0,Facebook (Mobile App),2078.5086,Facebook
B-52-24700,1.0,Facebook (Mobile App),209.3742,Facebook
B-52-33022,2.0,Facebook (Mobile App),2092.419,Facebook
B-52-34884,1.0,Facebook (Mobile App),2092.8348,Facebook
B-52-50540,2.0,Facebook (Mobile App),2095.5186,Facebook
B-52-39881,2.0,Facebook (Mobile App),2097.522,Facebook
B-52-47101,2.0,Facebook (Mobile App),2099.223,Facebook
B-52-46721,1.0,Facebook (Mobile App),21.546,Facebook
B-52-4940,2.0,Facebook (Mobile App),210.924,Facebook
B-52-266,2.0,Facebook (Mobile App),2101.6422,Facebook
B-52-24358,2.0,Facebook (Mobile App),2102.9652,Facebook
B-52-45524,1.0,Facebook (Mobile App),2111.4324,Facebook
B-52-47557,2.0,Facebook (Mobile App),2114.9856,Facebook
B-52-49172,2.0,Facebook (Mobile App),2118.0852,Facebook
B-52-10640,2.0,Facebook (Mobile App),212.7384,Facebook
B-52-39615,1.0,Facebook (Mobile App),2123.4906,Facebook
B-52-10184,1.0,Facebook (Mobile App),2126.9304,Facebook
B-52-29184,2.0,Facebook (Mobile App),2127.5352,Facebook
B-52-19741,2.0,Facebook (Mobile App),2129.8032,Facebook
B-52-23503,1.0,Facebook (Mobile App),2131.8066,Facebook
B-52-12445,1.0,Facebook (Mobile App),2132.1468,Facebook
B-52-34675,2.0,Facebook (Mobile App),2136.1914,Facebook
B-52-26923,2.0,Facebook (Mobile App),2138.6862,Facebook
B-52-30609,2.0,Facebook (Mobile App),214.2504,Facebook
B-52-26353,1.0,Facebook (Mobile App),2144.2428,Facebook
B-52-42712,2.0,Facebook (Mobile App),2146.2462,Facebook
B-52-27626,1.0,Facebook (Mobile App),2147.1534,Facebook
B-52-45866,2.0,Facebook (Mobile App),2147.9094,Facebook
B-52-7866,1.0,Facebook (Mobile App),2148.363,Facebook
B-52-22154,2.0,Facebook (Mobile App),2150.4042,Facebook
B-52-5244,2.0,Facebook (Mobile App),2150.7822,Facebook
B-52-41686,1.0,Facebook (Mobile App),2151.3114,Facebook
B-52-31027,1.0,Facebook (Mobile App),2152.5966,Facebook
B-52-950,2.0,Facebook (Mobile App),2154.7889999999998,Facebook
B-52-14174,2.0,Facebook (Mobile App),2155.0914,Facebook
B-52-20121,1.0,Facebook (Mobile App),2159.6652,Facebook
B-52-5168,1.0,Facebook (Mobile App),2160.6479999999997,Facebook
B-52-42750,2.0,Facebook (Mobile App),2164.7682,Facebook
B-52-36841,2.0,Facebook (Mobile App),2166.8472,Facebook
B-52-24225,1.0,Facebook (Mobile App),2167.263,Facebook
B-52-7923,1.0,Facebook (Mobile App),2167.5276,Facebook
B-52-44232,1.0,Facebook (Mobile App),2168.208,Facebook
B-52-19247,,Facebook (Mobile App),2175.4278,Facebook
B-52-26429,2.0,Facebook (Mobile App),2180.3418,Facebook
B-52-40698,2.0,Facebook (Mobile App),2182.3074,Facebook
B-52-37829,,Facebook (Mobile App),2182.7988,Facebook
B-52-32224,1.0,Facebook (Mobile App),2187.1079999999997,Facebook
B-52-32300,2.0,Facebook (Mobile App),2187.3348,Facebook
B-52-2527,2.0,Facebook (Mobile App),2187.7506,Facebook
B-52-40261,1.0,Facebook (Mobile App),2195.9154,Facebook
B-52-3287,2.0,Facebook (Mobile App),2196.7092,Facebook
B-52-46740,2.0,Facebook (Mobile App),2198.6748,Facebook
B-52-6289,1.0,Facebook (Mobile App),22.3398,Facebook
B-52-44194,2.0,Facebook (Mobile App),220.0338,Facebook
B-52-45581,2.0,Facebook (Mobile App),2200.7916,Facebook
B-52-39292,2.0,Facebook (Mobile App),2201.0562,Facebook
B-52-18012,2.0,Facebook (Mobile App),2208.654,Facebook
B-52-25878,1.0,Facebook (Mobile App),2209.3344,Facebook
B-52-8246,2.0,Facebook (Mobile App),2214.0972,Facebook
B-52-22477,2.0,Facebook (Mobile App),2217.726,Facebook
B-52-3895,2.0,Facebook (Mobile App),2218.6332,Facebook
B-52-2261,2.0,Facebook (Mobile App),2228.3478,Facebook
B-52-10279,2.0,Facebook (Mobile App),223.0956,Facebook
B-52-49780,2.0,Facebook (Mobile App),223.209,Facebook
B-52-26030,1.0,Facebook (Mobile App),223.9272,Facebook
B-52-23560,2.0,Facebook (Mobile App),2235.0762,Facebook
B-52-41895,,Facebook (Mobile App),2236.3236,Facebook
B-52-13509,1.0,Facebook (Mobile App),2237.1929999999998,Facebook
B-52-17024,1.0,Facebook (Mobile App),2237.8356,Facebook
B-52-35359,2.0,Facebook (Mobile App),2245.5846,Facebook
B-52-23902,1.0,Facebook (Mobile App),2248.1172,Facebook
B-52-24529,1.0,Facebook (Mobile App),225.1368,Facebook
B-52-10678,,Facebook (Mobile App),2251.5570000000002,Facebook
B-52-3800,2.0,Facebook (Mobile App),22536.3222,Facebook
B-52-9557,2.0,Facebook (Mobile App),2255.0346,Facebook
B-52-6441,2.0,Facebook (Mobile App),2259.6839999999997,Facebook
B-52-39406,2.0,Facebook (Mobile App),2265.6186,Facebook
B-52-6783,2.0,Facebook (Mobile App),2269.7766,Facebook
B-52-4484,1.0,Facebook (Mobile App),22724.4906,Facebook
B-52-5225,1.0,Facebook (Mobile App),2278.962,Facebook
B-52-16568,2.0,Facebook (Mobile App),228.3498,Facebook
B-52-50293,1.0,Facebook (Mobile App),2287.3158,Facebook
B-52-45809,1.0,Facebook (Mobile App),2287.6182,Facebook
B-52-18392,2.0,Facebook (Mobile App),2291.3226,Facebook
B-52-27512,2.0,Facebook (Mobile App),2292.2676,Facebook
B-52-8835,2.0,Facebook (Mobile App),2293.4394,Facebook
B-52-33934,2.0,Facebook (Mobile App),230.5044,Facebook
B-52-3648,,Facebook (Mobile App),2300.508,Facebook
B-52-7733,1.0,Facebook (Mobile App),2302.5114,Facebook
B-52-22534,1.0,Facebook (Mobile App),2307.0474,Facebook
B-52-42674,2.0,Facebook (Mobile App),2307.123,Facebook
B-52-42503,2.0,Facebook (Mobile App),2310.6006,Facebook
B-52-37943,1.0,Facebook (Mobile App),2311.9614,Facebook
B-52-22021,2.0,Facebook (Mobile App),2314.3428,Facebook
B-52-47196,1.0,Facebook (Mobile App),2319.408,Facebook
B-52-14345,1.0,Facebook (Mobile App),232.8102,Facebook
B-52-23997,2.0,Facebook (Mobile App),2320.5798,Facebook
B-52-26448,2.0,Facebook (Mobile App),2321.8272,Facebook
B-52-34979,2.0,Facebook (Mobile App),2324.3598,Facebook
B-52-51414,1.0,Facebook (Mobile App),2325.6828,Facebook
B-52-34029,1.0,Facebook (Mobile App),2329.425,Facebook
B-52-39957,1.0,Facebook (Mobile App),2331.8064,Facebook
B-52-18791,2.0,Facebook (Mobile App),2350.3662,Facebook
B-52-41420,2.0,Facebook (Mobile App),2358.0774,Facebook
B-52-18544,1.0,Facebook (Mobile App),236.25,Facebook
B-52-18164,2.0,Facebook (Mobile App),2366.3934,Facebook
B-52-1349,1.0,Facebook (Mobile App),2367.0738,Facebook
B-52-35492,2.0,Facebook (Mobile App),2369.7576,Facebook
B-52-32832,1.0,Facebook (Mobile App),2373.9534,Facebook
B-52-37164,2.0,Facebook (Mobile App),2376.864,Facebook
B-52-38817,2.0,Facebook (Mobile App),2378.9808,Facebook
B-52-23351,2.0,Facebook (Mobile App),238.707,Facebook
B-52-35245,2.0,Facebook (Mobile App),2380.7574,Facebook
B-52-33155,2.0,Facebook (Mobile App),2387.5236,Facebook
B-52-42275,1.0,Facebook (Mobile App),2389.7538,Facebook
B-52-27854,,Facebook (Mobile App),2390.094,Facebook
B-52-26334,2.0,Facebook (Mobile App),2396.1042,Facebook
B-52-9443,1.0,Facebook (Mobile App),2397.0114,Facebook
B-52-19019,2.0,Facebook (Mobile App),240.3702,Facebook
B-52-41154,2.0,Facebook (Mobile App),240.8994,Facebook
B-52-9405,2.0,Facebook (Mobile App),240.9372,Facebook
B-52-28823,2.0,Facebook (Mobile App),2405.8944,Facebook
B-52-44992,2.0,Facebook (Mobile App),2409.0318,Facebook
B-52-44270,2.0,Facebook (Mobile App),2409.0696,Facebook
B-52-45999,1.0,Facebook (Mobile App),2409.75,Facebook
B-52-247,2.0,Facebook (Mobile App),241.8822,Facebook
B-52-13756,1.0,Facebook (Mobile App),2414.8908,Facebook
B-52-19551,1.0,Facebook (Mobile App),2415.1554,Facebook
B-52-25156,2.0,Facebook (Mobile App),2421.09,Facebook
B-52-47177,2.0,Facebook (Mobile App),2425.7016,Facebook
B-52-44422,2.0,Facebook (Mobile App),2428.0074,Facebook
B-52-33497,2.0,Facebook (Mobile App),2431.2204,Facebook
B-52-25042,2.0,Facebook (Mobile App),2432.1276,Facebook
B-52-41021,2.0,Facebook (Mobile App),2434.3578,Facebook
B-52-21907,1.0,Facebook (Mobile App),2436.9282,Facebook
B-52-27740,2.0,Facebook (Mobile App),2439.0072,Facebook
B-52-15656,1.0,Facebook (Mobile App),2447.928,Facebook
B-52-20862,,Facebook (Mobile App),2449.7802,Facebook
B-52-45163,1.0,Facebook (Mobile App),2450.2716,Facebook
B-52-10469,1.0,Facebook (Mobile App),2450.9142,Facebook
B-52-24149,2.0,Facebook (Mobile App),2451.5568,Facebook
B-52-5472,2.0,Facebook (Mobile App),2451.9348,Facebook
B-52-26087,2.0,Facebook (Mobile App),2452.6908,Facebook
B-52-15732,1.0,Facebook (Mobile App),2454.6942,Facebook
B-52-41857,2.0,Facebook (Mobile App),2456.055,Facebook
B-52-23275,1.0,Facebook (Mobile App),2460.0996,Facebook
B-52-35644,1.0,Facebook (Mobile App),2462.2542,Facebook
B-52-14630,2.0,Facebook (Mobile App),2465.9964,Facebook
B-52-5529,2.0,Facebook (Mobile App),2467.3194,Facebook
B-52-46341,2.0,Facebook (Mobile App),2468.34,Facebook
B-52-45543,2.0,Facebook (Mobile App),2468.9826,Facebook
B-52-3078,1.0,Facebook (Mobile App),247.4388,Facebook
B-52-7714,1.0,Facebook (Mobile App),2470.6079999999997,Facebook
B-52-1710,2.0,Facebook (Mobile App),2472.2334,Facebook
B-52-4123,2.0,Facebook (Mobile App),2474.5014,Facebook
B-52-22914,1.0,Facebook (Mobile App),2478.6594,Facebook
B-52-39596,2.0,Facebook (Mobile App),2481.1164,Facebook
B-52-29146,2.0,Facebook (Mobile App),2481.759,Facebook
B-52-38418,2.0,Facebook (Mobile App),2482.4016,Facebook
B-52-5586,2.0,Facebook (Mobile App),2488.2606,Facebook
B-52-12863,1.0,Facebook (Mobile App),249.9336,Facebook
B-52-30533,2.0,Facebook (Mobile App),2491.4358,Facebook
B-52-14060,2.0,Facebook (Mobile App),2492.2296,Facebook
B-52-30761,2.0,Facebook (Mobile App),2495.7828,Facebook
B-52-40679,2.0,Facebook (Mobile App),25.2126,Facebook
B-52-39786,2.0,Facebook (Mobile App),25.5528,Facebook
B-52-27284,2.0,Facebook (Mobile App),2500.1676,Facebook
B-52-29830,1.0,Facebook (Mobile App),2505.2706,Facebook
B-52-29583,2.0,Facebook (Mobile App),2506.1022,Facebook
B-52-1729,2.0,Facebook (Mobile App),25093.908,Facebook
B-52-1026,1.0,Facebook (Mobile App),2511.6588,Facebook
B-52-52288,2.0,Facebook (Mobile App),2511.7344,Facebook
B-52-16530,1.0,Facebook (Mobile App),2515.7412,Facebook
B-52-50312,2.0,Facebook (Mobile App),2515.9302,Facebook
B-52-30191,2.0,Facebook (Mobile App),2518.7652,Facebook
B-52-23370,2.0,Facebook (Mobile App),252.1638,Facebook
B-52-26828,2.0,Facebook (Mobile App),2529.5004,Facebook
B-52-33459,1.0,Facebook (Mobile App),253.1088,Facebook
B-52-6517,2.0,Facebook (Mobile App),253.6002,Facebook
B-52-40147,2.0,Facebook (Mobile App),2532.978,Facebook
B-52-22439,2.0,Facebook (Mobile App),2537.8920000000003,Facebook
B-52-9595,2.0,Facebook (Mobile App),254.3562,Facebook
B-52-39026,1.0,Facebook (Mobile App),2540.1222,Facebook
B-52-28158,1.0,Facebook (Mobile App),2543.373,Facebook
B-52-50084,1.0,Facebook (Mobile App),2545.8678,Facebook
B-52-46075,1.0,Facebook (Mobile App),2547.72,Facebook
B-52-46569,2.0,Facebook (Mobile App),2549.1186,Facebook
B-52-25802,2.0,Facebook (Mobile App),2555.469,Facebook
B-52-32319,2.0,Facebook (Mobile App),2558.9844,Facebook
B-52-16283,2.0,Facebook (Mobile App),2559.0978,Facebook
B-52-23161,2.0,Facebook (Mobile App),2559.7026,Facebook
B-52-10621,1.0,Facebook (Mobile App),2562.6132,Facebook
B-52-45676,2.0,Facebook (Mobile App),2568.7746,Facebook
B-52-20064,2.0,Facebook (Mobile App),2570.8914,Facebook
B-52-32034,2.0,Facebook (Mobile App),2578.8294,Facebook
B-52-34637,1.0,Facebook (Mobile App),2583.8946,Facebook
B-52-16055,2.0,Facebook (Mobile App),2585.4444,Facebook
B-52-26771,2.0,Facebook (Mobile App),2585.9736,Facebook
B-52-33915,1.0,Facebook (Mobile App),2588.6952,Facebook
B-52-24244,2.0,Facebook (Mobile App),259.308,Facebook
B-52-17746,1.0,Facebook (Mobile App),2602.0386,Facebook
B-52-4142,2.0,Facebook (Mobile App),2610.1278,Facebook
B-52-44061,1.0,Facebook (Mobile App),2612.0934,Facebook
B-52-9253,1.0,Facebook (Mobile App),2612.3202,Facebook
B-52-49514,2.0,Facebook (Mobile App),2612.9628,Facebook
B-52-30932,2.0,Facebook (Mobile App),2614.3236,Facebook
B-52-32604,1.0,Facebook (Mobile App),2625.1722,Facebook
B-52-25118,2.0,Facebook (Mobile App),2627.8182,Facebook
B-52-45448,1.0,Facebook (Mobile App),263.0502,Facebook
B-52-29944,2.0,Facebook (Mobile App),2631.3714,Facebook
B-52-32908,2.0,Facebook (Mobile App),2632.77,Facebook
B-52-42256,1.0,Facebook (Mobile App),2634.3576,Facebook
B-52-20596,1.0,Facebook (Mobile App),2635.8318,Facebook
B-52-42161,2.0,Facebook (Mobile App),2637.6462,Facebook
B-52-15827,2.0,Facebook (Mobile App),2646.0756,Facebook
B-52-45619,2.0,Facebook (Mobile App),2648.1924,Facebook
B-52-12331,2.0,Facebook (Mobile App),2649.1374,Facebook
B-52-2033,1.0,Facebook (Mobile App),2650.158,Facebook
B-52-21033,1.0,Facebook (Mobile App),2651.8968,Facebook
B-52-8493,1.0,Facebook (Mobile App),2652.1236,Facebook
B-52-17898,2.0,Facebook (Mobile App),2654.6562,Facebook
B-52-2812,1.0,Facebook (Mobile App),2657.8314,Facebook
B-52-15618,1.0,Facebook (Mobile App),266.6034,Facebook
B-52-31844,2.0,Facebook (Mobile App),2664.1440000000002,Facebook
B-52-10013,2.0,Facebook (Mobile App),2666.034,Facebook
B-52-16986,1.0,Facebook (Mobile App),2685.4254,Facebook
B-52-19437,2.0,Facebook (Mobile App),2685.69,Facebook
B-52-45144,1.0,Facebook (Mobile App),2686.2192,Facebook
B-52-45638,2.0,Facebook (Mobile App),2691.0576,Facebook
B-52-14915,2.0,Facebook (Mobile App),2691.7758,Facebook
B-52-3249,1.0,Facebook (Mobile App),2692.5696,Facebook
B-52-18905,2.0,Facebook (Mobile App),2693.8548,Facebook
B-52-41534,2.0,Facebook (Mobile App),2694.6108,Facebook
B-52-31711,1.0,Facebook (Mobile App),2695.8959999999997,Facebook
B-52-36404,2.0,Facebook (Mobile App),27.4806,Facebook
B-52-1463,2.0,Facebook (Mobile App),270.1566,Facebook
B-52-25612,1.0,Facebook (Mobile App),2703.3426,Facebook
